system:index,BEM_HI_day_mean,BEM_HI_day_std,BEM_HI_mean,BEM_HI_night_mean,BEM_HI_night_std,BEM_HI_std,BEM_WBGT_day_mean,BEM_WBGT_day_std,BEM_WBGT_mean,BEM_WBGT_night_mean,BEM_WBGT_night_std,BEM_WBGT_std,E3SM_HI_RH_day_mean,E3SM_HI_RH_day_std,E3SM_HI_RH_mean,E3SM_HI_RH_night_mean,E3SM_HI_RH_night_std,E3SM_HI_RH_std,E3SM_HI_TEMP_day_mean,E3SM_HI_TEMP_day_std,E3SM_HI_TEMP_mean,E3SM_HI_TEMP_night_mean,E3SM_HI_TEMP_night_std,E3SM_HI_TEMP_std,E3SM_HI_day_mean,E3SM_HI_day_std,E3SM_HI_mean,E3SM_HI_night_mean,E3SM_HI_night_std,E3SM_HI_std,E3SM_WBGT_RH_day_mean,E3SM_WBGT_RH_day_std,E3SM_WBGT_RH_mean,E3SM_WBGT_RH_night_mean,E3SM_WBGT_RH_night_std,E3SM_WBGT_RH_std,E3SM_WBGT_SOLAR_day_mean,E3SM_WBGT_SOLAR_day_std,E3SM_WBGT_SOLAR_mean,E3SM_WBGT_SOLAR_night_mean,E3SM_WBGT_SOLAR_night_std,E3SM_WBGT_SOLAR_std,E3SM_WBGT_TEMP_day_mean,E3SM_WBGT_TEMP_day_std,E3SM_WBGT_TEMP_mean,E3SM_WBGT_TEMP_night_mean,E3SM_WBGT_TEMP_night_std,E3SM_WBGT_TEMP_std,E3SM_WBGT_WIND_day_mean,E3SM_WBGT_WIND_day_std,E3SM_WBGT_WIND_mean,E3SM_WBGT_WIND_night_mean,E3SM_WBGT_WIND_night_std,E3SM_WBGT_WIND_std,E3SM_WBGT_day_mean,E3SM_WBGT_day_std,E3SM_WBGT_mean,E3SM_WBGT_night_mean,E3SM_WBGT_night_std,E3SM_WBGT_std,ENM_HI_RH_day_mean,ENM_HI_RH_day_std,ENM_HI_RH_mean,ENM_HI_RH_night_mean,ENM_HI_RH_night_std,ENM_HI_RH_std,ENM_HI_TEMP_day_mean,ENM_HI_TEMP_day_std,ENM_HI_TEMP_mean,ENM_HI_TEMP_night_mean,ENM_HI_TEMP_night_std,ENM_HI_TEMP_std,ENM_HI_day_mean,ENM_HI_day_std,ENM_HI_mean,ENM_HI_night_mean,ENM_HI_night_std,ENM_HI_std,ENM_WBGT_RH_day_mean,ENM_WBGT_RH_day_std,ENM_WBGT_RH_mean,ENM_WBGT_RH_night_mean,ENM_WBGT_RH_night_std,ENM_WBGT_RH_std,ENM_WBGT_SOLAR_day_mean,ENM_WBGT_SOLAR_day_std,ENM_WBGT_SOLAR_mean,ENM_WBGT_SOLAR_night_mean,ENM_WBGT_SOLAR_night_std,ENM_WBGT_SOLAR_std,ENM_WBGT_TEMP_day_mean,ENM_WBGT_TEMP_day_std,ENM_WBGT_TEMP_mean,ENM_WBGT_TEMP_night_mean,ENM_WBGT_TEMP_night_std,ENM_WBGT_TEMP_std,ENM_WBGT_WIND_day_mean,ENM_WBGT_WIND_day_std,ENM_WBGT_WIND_mean,ENM_WBGT_WIND_night_mean,ENM_WBGT_WIND_night_std,ENM_WBGT_WIND_std,ENM_WBGT_day_mean,ENM_WBGT_day_std,ENM_WBGT_mean,ENM_WBGT_night_mean,ENM_WBGT_night_std,ENM_WBGT_std,FGOALS_HI_RH_day_mean,FGOALS_HI_RH_day_std,FGOALS_HI_RH_mean,FGOALS_HI_RH_night_mean,FGOALS_HI_RH_night_std,FGOALS_HI_RH_std,FGOALS_HI_TEMP_day_mean,FGOALS_HI_TEMP_day_std,FGOALS_HI_TEMP_mean,FGOALS_HI_TEMP_night_mean,FGOALS_HI_TEMP_night_std,FGOALS_HI_TEMP_std,FGOALS_HI_day_mean,FGOALS_HI_day_std,FGOALS_HI_mean,FGOALS_HI_night_mean,FGOALS_HI_night_std,FGOALS_HI_std,FGOALS_WBGT_RH_day_mean,FGOALS_WBGT_RH_day_std,FGOALS_WBGT_RH_mean,FGOALS_WBGT_RH_night_mean,FGOALS_WBGT_RH_night_std,FGOALS_WBGT_RH_std,FGOALS_WBGT_SOLAR_day_mean,FGOALS_WBGT_SOLAR_day_std,FGOALS_WBGT_SOLAR_mean,FGOALS_WBGT_SOLAR_night_mean,FGOALS_WBGT_SOLAR_night_std,FGOALS_WBGT_SOLAR_std,FGOALS_WBGT_TEMP_day_mean,FGOALS_WBGT_TEMP_day_std,FGOALS_WBGT_TEMP_mean,FGOALS_WBGT_TEMP_night_mean,FGOALS_WBGT_TEMP_night_std,FGOALS_WBGT_TEMP_std,FGOALS_WBGT_WIND_day_mean,FGOALS_WBGT_WIND_day_std,FGOALS_WBGT_WIND_mean,FGOALS_WBGT_WIND_night_mean,FGOALS_WBGT_WIND_night_std,FGOALS_WBGT_WIND_std,FGOALS_WBGT_day_mean,FGOALS_WBGT_day_std,FGOALS_WBGT_mean,FGOALS_WBGT_night_mean,FGOALS_WBGT_night_std,FGOALS_WBGT_std,.geo
