system:index,hour_HI_103,hour_HI_125,hour_HI_80,hour_HI_90,hour_TW2_31,hour_TW2_32,hour_TW2_35,hour_WBGT_80,hour_WBGT_85,hour_WBGT_88,hour_WBGT_90,pop_HI_103,pop_HI_125,pop_HI_80,pop_HI_90,pop_TW2_31,pop_TW2_32,pop_TW2_35,pop_WBGT_80,pop_WBGT_85,pop_WBGT_88,pop_WBGT_90,pophour_HI_103,pophour_HI_125,pophour_HI_80,pophour_HI_90,pophour_TW2_31,pophour_TW2_32,pophour_TW2_35,pophour_WBGT_80,pophour_WBGT_85,pophour_WBGT_88,pophour_WBGT_90,.geo
0,4.982956630039213E8,2.4574396270588275E7,2.3422760003999996E9,1.4074670456078422E9,2953196.694117642,103818.6117647058,0.0,1.5803988221686275E9,7.32251191223531E8,3.918689551882351E8,2.3279337672549045E8,4155924.0091490354,0.0,4.726530966299684E7,4.422363957822642E7,0.0,0.0,0.0,4.618790527902885E7,9909700.72881384,250790.9133759501,0.0,1.7041124733715015E10,7.418401237921064E8,6.355293054622045E10,4.200856272291385E10,8.974213069124588E7,3101607.5573628563,0.0,4.36517271407609E10,2.191089092999678E10,1.271984849886697E10,7.836878013060516E9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-93.20541444022913,40.399718631181784],[-73.44250020731486,40.399718631181784],[-73.44250020731486,50.738284629398215],[-93.20541444022913,50.738284629398215],[-93.20541444022913,40.399718631181784]]]}"
