system:index,hour_HI_103,hour_HI_125,hour_HI_80,hour_HI_90,hour_TW2_31,hour_TW2_32,hour_TW2_35,hour_WBGT_80,hour_WBGT_85,hour_WBGT_88,hour_WBGT_90,pop_HI_103,pop_HI_125,pop_HI_80,pop_HI_90,pop_TW2_31,pop_TW2_32,pop_TW2_35,pop_WBGT_80,pop_WBGT_85,pop_WBGT_88,pop_WBGT_90,pophour_HI_103,pophour_HI_125,pophour_HI_80,pophour_HI_90,pophour_TW2_31,pophour_TW2_32,pophour_TW2_35,pophour_WBGT_80,pophour_WBGT_85,pophour_WBGT_88,pophour_WBGT_90,.geo
0,1.197370074890193E9,1.2367207523529433E8,3.464898229113723E9,2.442435925278428E9,2.052551418431381E7,2863229.7843137146,0.0,2.4273511974431396E9,1.405411300282353E9,8.906007124862745E8,5.985046586431375E8,8.607175106881827E7,343660.90977479453,1.0006849228476301E8,9.901043308926374E7,111274.61621317826,0.0,0.0,9.90890629955326E7,9.394074647936574E7,4.213143012510516E7,7752047.942434405,7.650489504588135E10,9.592027906911884E9,1.7679747197944067E11,1.374715338370678E11,1.5461956058966393E9,2.2191586256615022E8,0.0,1.3163272308871495E11,8.031647042549939E10,5.350243953084274E10,3.854584723808076E10,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-93.20541444022913,40.399718631181784],[-73.44250020731486,40.399718631181784],[-73.44250020731486,50.738284629398215],[-93.20541444022913,50.738284629398215],[-93.20541444022913,40.399718631181784]]]}"
