system:index,BEM_HI_day_mean,BEM_HI_day_std,BEM_HI_mean,BEM_HI_night_mean,BEM_HI_night_std,BEM_HI_std,BEM_WBGT_day_mean,BEM_WBGT_day_std,BEM_WBGT_mean,BEM_WBGT_night_mean,BEM_WBGT_night_std,BEM_WBGT_std,E3SM_HI_RH_day_mean,E3SM_HI_RH_day_std,E3SM_HI_RH_mean,E3SM_HI_RH_night_mean,E3SM_HI_RH_night_std,E3SM_HI_RH_std,E3SM_HI_TEMP_day_mean,E3SM_HI_TEMP_day_std,E3SM_HI_TEMP_mean,E3SM_HI_TEMP_night_mean,E3SM_HI_TEMP_night_std,E3SM_HI_TEMP_std,E3SM_HI_day_mean,E3SM_HI_day_std,E3SM_HI_mean,E3SM_HI_night_mean,E3SM_HI_night_std,E3SM_HI_std,E3SM_WBGT_RH_day_mean,E3SM_WBGT_RH_day_std,E3SM_WBGT_RH_mean,E3SM_WBGT_RH_night_mean,E3SM_WBGT_RH_night_std,E3SM_WBGT_RH_std,E3SM_WBGT_SOLAR_day_mean,E3SM_WBGT_SOLAR_day_std,E3SM_WBGT_SOLAR_mean,E3SM_WBGT_SOLAR_night_mean,E3SM_WBGT_SOLAR_night_std,E3SM_WBGT_SOLAR_std,E3SM_WBGT_TEMP_day_mean,E3SM_WBGT_TEMP_day_std,E3SM_WBGT_TEMP_mean,E3SM_WBGT_TEMP_night_mean,E3SM_WBGT_TEMP_night_std,E3SM_WBGT_TEMP_std,E3SM_WBGT_WIND_day_mean,E3SM_WBGT_WIND_day_std,E3SM_WBGT_WIND_mean,E3SM_WBGT_WIND_night_mean,E3SM_WBGT_WIND_night_std,E3SM_WBGT_WIND_std,E3SM_WBGT_day_mean,E3SM_WBGT_day_std,E3SM_WBGT_mean,E3SM_WBGT_night_mean,E3SM_WBGT_night_std,E3SM_WBGT_std,ENM_HI_RH_day_mean,ENM_HI_RH_day_std,ENM_HI_RH_mean,ENM_HI_RH_night_mean,ENM_HI_RH_night_std,ENM_HI_RH_std,ENM_HI_TEMP_day_mean,ENM_HI_TEMP_day_std,ENM_HI_TEMP_mean,ENM_HI_TEMP_night_mean,ENM_HI_TEMP_night_std,ENM_HI_TEMP_std,ENM_HI_day_mean,ENM_HI_day_std,ENM_HI_mean,ENM_HI_night_mean,ENM_HI_night_std,ENM_HI_std,ENM_WBGT_RH_day_mean,ENM_WBGT_RH_day_std,ENM_WBGT_RH_mean,ENM_WBGT_RH_night_mean,ENM_WBGT_RH_night_std,ENM_WBGT_RH_std,ENM_WBGT_SOLAR_day_mean,ENM_WBGT_SOLAR_day_std,ENM_WBGT_SOLAR_mean,ENM_WBGT_SOLAR_night_mean,ENM_WBGT_SOLAR_night_std,ENM_WBGT_SOLAR_std,ENM_WBGT_TEMP_day_mean,ENM_WBGT_TEMP_day_std,ENM_WBGT_TEMP_mean,ENM_WBGT_TEMP_night_mean,ENM_WBGT_TEMP_night_std,ENM_WBGT_TEMP_std,ENM_WBGT_WIND_day_mean,ENM_WBGT_WIND_day_std,ENM_WBGT_WIND_mean,ENM_WBGT_WIND_night_mean,ENM_WBGT_WIND_night_std,ENM_WBGT_WIND_std,ENM_WBGT_day_mean,ENM_WBGT_day_std,ENM_WBGT_mean,ENM_WBGT_night_mean,ENM_WBGT_night_std,ENM_WBGT_std,FGOALS_HI_RH_day_mean,FGOALS_HI_RH_day_std,FGOALS_HI_RH_mean,FGOALS_HI_RH_night_mean,FGOALS_HI_RH_night_std,FGOALS_HI_RH_std,FGOALS_HI_TEMP_day_mean,FGOALS_HI_TEMP_day_std,FGOALS_HI_TEMP_mean,FGOALS_HI_TEMP_night_mean,FGOALS_HI_TEMP_night_std,FGOALS_HI_TEMP_std,FGOALS_HI_day_mean,FGOALS_HI_day_std,FGOALS_HI_mean,FGOALS_HI_night_mean,FGOALS_HI_night_std,FGOALS_HI_std,FGOALS_WBGT_RH_day_mean,FGOALS_WBGT_RH_day_std,FGOALS_WBGT_RH_mean,FGOALS_WBGT_RH_night_mean,FGOALS_WBGT_RH_night_std,FGOALS_WBGT_RH_std,FGOALS_WBGT_SOLAR_day_mean,FGOALS_WBGT_SOLAR_day_std,FGOALS_WBGT_SOLAR_mean,FGOALS_WBGT_SOLAR_night_mean,FGOALS_WBGT_SOLAR_night_std,FGOALS_WBGT_SOLAR_std,FGOALS_WBGT_TEMP_day_mean,FGOALS_WBGT_TEMP_day_std,FGOALS_WBGT_TEMP_mean,FGOALS_WBGT_TEMP_night_mean,FGOALS_WBGT_TEMP_night_std,FGOALS_WBGT_TEMP_std,FGOALS_WBGT_WIND_day_mean,FGOALS_WBGT_WIND_day_std,FGOALS_WBGT_WIND_mean,FGOALS_WBGT_WIND_night_mean,FGOALS_WBGT_WIND_night_std,FGOALS_WBGT_WIND_std,FGOALS_WBGT_day_mean,FGOALS_WBGT_day_std,FGOALS_WBGT_mean,FGOALS_WBGT_night_mean,FGOALS_WBGT_night_std,FGOALS_WBGT_std,.geo
0,69.87135872219555,5.45541604805917,66.06857892532513,60.13072177156046,4.845871109922261,5.071387812426278,19.855373592460577,2.391558509777079,17.792038184152634,14.562389546647985,2.370783248936472,2.3101871031498087,68.54858238520825,5.462504226430065,65.00772949958692,59.47059878364769,4.914636979373726,5.092640885796696,105.2463068238308,14.152591377211571,97.72208570899728,86.0427668050295,10.066138317999327,12.173656646844906,93.45477575908335,7.80421611466178,89.40013652249922,83.0761833654153,6.843893163784931,7.2391769181000285,18.55584232359039,2.2088523329614773,16.608000111333062,13.557511242846346,2.13988597132018,2.106914254792432,19.856392648021927,2.613346767681733,17.763377612706904,14.48730237117168,2.494807227156576,2.4875338903830406,29.301081202112584,2.769559804092908,27.23095399665453,23.996281953154114,2.4500787135844546,2.563724442076218,19.712630568862885,2.624716131572121,17.676781177757086,14.490535887042697,2.4947256678230265,2.4962502346125843,27.587629609040565,2.112922272669773,25.87932544094329,23.20871075243937,1.9149749873506257,1.9707610325970966,69.37207329033927,5.742553640669515,65.67592411567264,59.902846090583076,4.990176109965416,5.284772423278213,81.991661520999,9.111831700383863,77.39697067160554,70.25917454675245,6.600877877604714,7.919830272242441,85.54384513045211,7.605795288075017,80.9014819788501,73.67349066334319,5.994072920319879,6.767342355806633,19.282610978647906,2.3469400326065766,17.278302153260988,14.140052867462162,2.264960417115296,2.2366438627586307,19.811208268322275,2.5904721377240945,17.73857044697591,14.494272025331936,2.477389386885616,2.466747718920108,25.91526423696905,2.7324905091252503,23.948517107613654,20.872338588327562,2.495730720231126,2.5649240437689285,19.720404178143653,2.596209751623062,17.683113388514737,14.494495982990172,2.4763197790085383,2.4710674990541297,25.431349642922775,2.3322958035648345,23.479806720924696,20.425694756770685,2.1859644019123974,2.1998094730036253,69.36595006913385,5.769557995652492,65.66913872157981,59.895294398243415,5.004831841349534,5.308676368186571,81.98784328241581,9.134886931939725,77.39186600763739,70.2523911751618,6.613879030028547,7.940779458800939,79.82827410458123,7.491427658963355,76.43100984931311,71.14495932156251,6.138190742043511,6.818299689740366,19.596011574896444,2.471451070357014,17.549907203593474,14.347763391079075,2.3491060926973772,2.3438608886711285,19.75998212494949,2.6025824938177458,17.705918205174974,14.49066911646883,2.4843310183901397,2.4776944497451985,24.03999199313561,2.8343562739476855,22.125306330669254,19.12824862008199,2.6692091639000965,2.6967657917355408,19.716705896395972,2.6071052116876086,17.678463597160825,14.488437375052841,2.4820093438718396,2.4803937816239223,23.595827518564718,2.600078692104909,21.970576458891035,19.42752505372767,2.4541912529844763,2.4823567755008322,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-93.20541444022913,40.399718631181784],[-73.44250020731486,40.399718631181784],[-73.44250020731486,50.738284629398215],[-93.20541444022913,50.738284629398215],[-93.20541444022913,40.399718631181784]]]}"
