system:index,hour_HI_103,hour_HI_125,hour_HI_80,hour_HI_90,hour_TW2_31,hour_TW2_32,hour_TW2_35,hour_WBGT_80,hour_WBGT_85,hour_WBGT_88,hour_WBGT_90,pop_HI_103,pop_HI_125,pop_HI_80,pop_HI_90,pop_TW2_31,pop_TW2_32,pop_TW2_35,pop_WBGT_80,pop_WBGT_85,pop_WBGT_88,pop_WBGT_90,pophour_HI_103,pophour_HI_125,pophour_HI_80,pophour_HI_90,pophour_TW2_31,pophour_TW2_32,pophour_TW2_35,pophour_WBGT_80,pophour_WBGT_85,pophour_WBGT_88,pophour_WBGT_90,.geo
0,5.168434724392155E8,2.4968147513725534E7,2.4078529109921565E9,1.4529044211999989E9,2968227.5921568573,104050.6117647058,0.0,1.6240474628117652E9,7.529848173215704E8,4.0312806540392137E8,2.3965595695294136E8,6.06168675657341E7,0.0,2.05956754129238E8,1.9909968490125763E8,0.0,0.0,0.0,2.0302720607497802E8,7.790369030944133E7,586849.0596838852,0.0,9.234257471999515E10,2.5897464911297727E9,3.165437904350667E11,2.1877694912368048E11,2.074267357605634E8,6549220.357079724,0.0,2.151699838893227E11,1.0535891737584616E11,5.891866777068323E10,3.643852092948048E10,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-93.20541444022913,40.399718631181784],[-73.44250020731486,40.399718631181784],[-73.44250020731486,50.738284629398215],[-93.20541444022913,50.738284629398215],[-93.20541444022913,40.399718631181784]]]}"
